Vendor,GRAPHTEC Corporation
Model,"GL980"
Version,"Ver1.38"
MaxCH,8
Logic/Pulse,Off
Sampling interval,1s
Total Data Points,3640      
Trigger,0         
Start time,2025-02-20,16:09:51
End time,2025-02-20,17:10:30
Trigger time,2025-02-20,16:09:51
AMP settings
CH,SignalName,Amp,Input,Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH1,"V_batt",M,DC,10V,50KHz,+5.000,-5.000, V,28,5,6,0
CH2,"I_batt",M,DC,10V,50KHz,+5.000,-5.000, V,0,13,23,0
CH,SignalName,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date,Time,ms,CH1,CH2,Alarm1-8,AlarmOut
NO.,Date,Time,ms," V"," V","A12345678","AO1234"
2727,2025-02-20,16:55:17,0,+3.382,-0.459,LLLLLLLL,LLLL
2728,2025-02-20,16:55:18,0,+3.385,-0.458,LLLLLLLL,LLLL
2729,2025-02-20,16:55:19,0,+3.382,-0.456,LLLLLLLL,LLLL
2730,2025-02-20,16:55:20,0,+3.385,-0.458,LLLLLLLL,LLLL
2731,2025-02-20,16:55:21,0,+3.381,-0.459,LLLLLLLL,LLLL
2732,2025-02-20,16:55:22,0,+3.380,-0.454,LLLLLLLL,LLLL
2733,2025-02-20,16:55:23,0,+3.385,-0.457,LLLLLLLL,LLLL
2734,2025-02-20,16:55:24,0,+3.381,-0.460,LLLLLLLL,LLLL
2735,2025-02-20,16:55:25,0,+3.384,-0.457,LLLLLLLL,LLLL
2736,2025-02-20,16:55:26,0,+3.382,-0.459,LLLLLLLL,LLLL
2737,2025-02-20,16:55:27,0,+3.380,-0.457,LLLLLLLL,LLLL
2738,2025-02-20,16:55:28,0,+3.381,-0.456,LLLLLLLL,LLLL
2739,2025-02-20,16:55:29,0,+3.381,-0.459,LLLLLLLL,LLLL
2740,2025-02-20,16:55:30,0,+3.379,-0.458,LLLLLLLL,LLLL
2741,2025-02-20,16:55:31,0,+3.378,-0.457,LLLLLLLL,LLLL
2742,2025-02-20,16:55:32,0,+3.380,-0.456,LLLLLLLL,LLLL
2743,2025-02-20,16:55:33,0,+3.378,-0.457,LLLLLLLL,LLLL
2744,2025-02-20,16:55:34,0,+3.378,-0.458,LLLLLLLL,LLLL
2745,2025-02-20,16:55:35,0,+3.377,-0.456,LLLLLLLL,LLLL
2746,2025-02-20,16:55:36,0,+3.377,-0.457,LLLLLLLL,LLLL
2747,2025-02-20,16:55:37,0,+3.377,-0.458,LLLLLLLL,LLLL
2748,2025-02-20,16:55:38,0,+3.376,-0.456,LLLLLLLL,LLLL
2749,2025-02-20,16:55:39,0,+3.377,-0.457,LLLLLLLL,LLLL
2750,2025-02-20,16:55:40,0,+3.376,-0.458,LLLLLLLL,LLLL
2751,2025-02-20,16:55:41,0,+3.376,-0.457,LLLLLLLL,LLLL
2752,2025-02-20,16:55:42,0,+3.374,-0.460,LLLLLLLL,LLLL
2753,2025-02-20,16:55:43,0,+3.373,-0.460,LLLLLLLL,LLLL
2754,2025-02-20,16:55:44,0,+3.375,-0.456,LLLLLLLL,LLLL
2755,2025-02-20,16:55:45,0,+3.374,-0.458,LLLLLLLL,LLLL
2756,2025-02-20,16:55:46,0,+3.374,-0.458,LLLLLLLL,LLLL
2757,2025-02-20,16:55:47,0,+3.374,-0.460,LLLLLLLL,LLLL
2758,2025-02-20,16:55:48,0,+3.373,-0.459,LLLLLLLL,LLLL
2759,2025-02-20,16:55:49,0,+3.373,-0.457,LLLLLLLL,LLLL
2760,2025-02-20,16:55:50,0,+3.373,-0.457,LLLLLLLL,LLLL
2761,2025-02-20,16:55:51,0,+3.374,-0.456,LLLLLLLL,LLLL
2762,2025-02-20,16:55:52,0,+3.372,-0.459,LLLLLLLL,LLLL
2763,2025-02-20,16:55:53,0,+3.373,-0.458,LLLLLLLL,LLLL
2764,2025-02-20,16:55:54,0,+3.373,-0.456,LLLLLLLL,LLLL
2765,2025-02-20,16:55:55,0,+3.374,-0.456,LLLLLLLL,LLLL
2766,2025-02-20,16:55:56,0,+3.369,-0.458,LLLLLLLL,LLLL
2767,2025-02-20,16:55:57,0,+3.372,-0.455,LLLLLLLL,LLLL
2768,2025-02-20,16:55:58,0,+3.372,-0.456,LLLLLLLL,LLLL
2769,2025-02-20,16:55:59,0,+3.370,-0.457,LLLLLLLL,LLLL
2770,2025-02-20,16:56:00,0,+3.370,-0.457,LLLLLLLL,LLLL
2771,2025-02-20,16:56:01,0,+3.370,-0.456,LLLLLLLL,LLLL
2772,2025-02-20,16:56:02,0,+3.369,-0.458,LLLLLLLL,LLLL
2773,2025-02-20,16:56:03,0,+3.369,-0.458,LLLLLLLL,LLLL
2774,2025-02-20,16:56:04,0,+3.369,-0.460,LLLLLLLL,LLLL
2775,2025-02-20,16:56:05,0,+3.368,-0.459,LLLLLLLL,LLLL
2776,2025-02-20,16:56:06,0,+3.366,-0.457,LLLLLLLL,LLLL
2777,2025-02-20,16:56:07,0,+3.369,-0.458,LLLLLLLL,LLLL
2778,2025-02-20,16:56:08,0,+3.368,-0.457,LLLLLLLL,LLLL
2779,2025-02-20,16:56:09,0,+3.368,-0.457,LLLLLLLL,LLLL
2780,2025-02-20,16:56:10,0,+3.368,-0.456,LLLLLLLL,LLLL
2781,2025-02-20,16:56:11,0,+3.366,-0.458,LLLLLLLL,LLLL
2782,2025-02-20,16:56:12,0,+3.366,-0.457,LLLLLLLL,LLLL
2783,2025-02-20,16:56:13,0,+3.365,-0.459,LLLLLLLL,LLLL
2784,2025-02-20,16:56:14,0,+3.368,-0.459,LLLLLLLL,LLLL
2785,2025-02-20,16:56:15,0,+3.365,-0.456,LLLLLLLL,LLLL
2786,2025-02-20,16:56:16,0,+3.367,-0.455,LLLLLLLL,LLLL
2787,2025-02-20,16:56:17,0,+3.365,-0.456,LLLLLLLL,LLLL
2788,2025-02-20,16:56:18,0,+3.366,-0.456,LLLLLLLL,LLLL
2789,2025-02-20,16:56:19,0,+3.365,-0.455,LLLLLLLL,LLLL
2790,2025-02-20,16:56:20,0,+3.364,-0.458,LLLLLLLL,LLLL
2791,2025-02-20,16:56:21,0,+3.365,-0.459,LLLLLLLL,LLLL
2792,2025-02-20,16:56:22,0,+3.362,-0.456,LLLLLLLL,LLLL
2793,2025-02-20,16:56:23,0,+3.362,-0.457,LLLLLLLL,LLLL
2794,2025-02-20,16:56:24,0,+3.361,-0.456,LLLLLLLL,LLLL
2795,2025-02-20,16:56:25,0,+3.362,-0.456,LLLLLLLL,LLLL
2796,2025-02-20,16:56:26,0,+3.361,-0.456,LLLLLLLL,LLLL
2797,2025-02-20,16:56:27,0,+3.363,-0.456,LLLLLLLL,LLLL
2798,2025-02-20,16:56:28,0,+3.362,-0.457,LLLLLLLL,LLLL
2799,2025-02-20,16:56:29,0,+3.361,-0.457,LLLLLLLL,LLLL
2800,2025-02-20,16:56:30,0,+3.360,-0.457,LLLLLLLL,LLLL
2801,2025-02-20,16:56:31,0,+3.360,-0.457,LLLLLLLL,LLLL
2802,2025-02-20,16:56:32,0,+3.357,-0.456,LLLLLLLL,LLLL
2803,2025-02-20,16:56:33,0,+3.358,-0.458,LLLLLLLL,LLLL
2804,2025-02-20,16:56:34,0,+3.358,-0.460,LLLLLLLL,LLLL
2805,2025-02-20,16:56:35,0,+3.358,-0.456,LLLLLLLL,LLLL
2806,2025-02-20,16:56:36,0,+3.358,-0.457,LLLLLLLL,LLLL
2807,2025-02-20,16:56:37,0,+3.358,-0.457,LLLLLLLL,LLLL
2808,2025-02-20,16:56:38,0,+3.356,-0.458,LLLLLLLL,LLLL
2809,2025-02-20,16:56:39,0,+3.356,-0.458,LLLLLLLL,LLLL
2810,2025-02-20,16:56:40,0,+3.356,-0.456,LLLLLLLL,LLLL
2811,2025-02-20,16:56:41,0,+3.354,-0.455,LLLLLLLL,LLLL
2812,2025-02-20,16:56:42,0,+3.356,-0.456,LLLLLLLL,LLLL
2813,2025-02-20,16:56:43,0,+3.356,-0.458,LLLLLLLL,LLLL
2814,2025-02-20,16:56:44,0,+3.354,-0.459,LLLLLLLL,LLLL
2815,2025-02-20,16:56:45,0,+3.352,-0.457,LLLLLLLL,LLLL
2816,2025-02-20,16:56:46,0,+3.352,-0.457,LLLLLLLL,LLLL
2817,2025-02-20,16:56:47,0,+3.353,-0.458,LLLLLLLL,LLLL
2818,2025-02-20,16:56:48,0,+3.353,-0.456,LLLLLLLL,LLLL
2819,2025-02-20,16:56:49,0,+3.351,-0.458,LLLLLLLL,LLLL
2820,2025-02-20,16:56:50,0,+3.353,-0.456,LLLLLLLL,LLLL
2821,2025-02-20,16:56:51,0,+3.350,-0.458,LLLLLLLL,LLLL
2822,2025-02-20,16:56:52,0,+3.349,-0.458,LLLLLLLL,LLLL
2823,2025-02-20,16:56:53,0,+3.352,-0.454,LLLLLLLL,LLLL
2824,2025-02-20,16:56:54,0,+3.350,-0.456,LLLLLLLL,LLLL
2825,2025-02-20,16:56:55,0,+3.352,-0.458,LLLLLLLL,LLLL
2826,2025-02-20,16:56:56,0,+3.349,-0.456,LLLLLLLL,LLLL
2827,2025-02-20,16:56:57,0,+3.350,-0.457,LLLLLLLL,LLLL
2828,2025-02-20,16:56:58,0,+3.348,-0.455,LLLLLLLL,LLLL
2829,2025-02-20,16:56:59,0,+3.349,-0.458,LLLLLLLL,LLLL
2830,2025-02-20,16:57:00,0,+3.345,-0.459,LLLLLLLL,LLLL
2831,2025-02-20,16:57:01,0,+3.347,-0.456,LLLLLLLL,LLLL
2832,2025-02-20,16:57:02,0,+3.348,-0.458,LLLLLLLL,LLLL
2833,2025-02-20,16:57:03,0,+3.348,-0.458,LLLLLLLL,LLLL
2834,2025-02-20,16:57:04,0,+3.348,-0.457,LLLLLLLL,LLLL
2835,2025-02-20,16:57:05,0,+3.345,-0.458,LLLLLLLL,LLLL
2836,2025-02-20,16:57:06,0,+3.346,-0.458,LLLLLLLL,LLLL
2837,2025-02-20,16:57:07,0,+3.344,-0.456,LLLLLLLL,LLLL
2838,2025-02-20,16:57:08,0,+3.346,-0.457,LLLLLLLL,LLLL
2839,2025-02-20,16:57:09,0,+3.345,-0.459,LLLLLLLL,LLLL
2840,2025-02-20,16:57:10,0,+3.345,-0.456,LLLLLLLL,LLLL
2841,2025-02-20,16:57:11,0,+3.344,-0.455,LLLLLLLL,LLLL
2842,2025-02-20,16:57:12,0,+3.340,-0.457,LLLLLLLL,LLLL
2843,2025-02-20,16:57:13,0,+3.345,-0.457,LLLLLLLL,LLLL
2844,2025-02-20,16:57:14,0,+3.344,-0.459,LLLLLLLL,LLLL
2845,2025-02-20,16:57:15,0,+3.344,-0.459,LLLLLLLL,LLLL
2846,2025-02-20,16:57:16,0,+3.343,-0.458,LLLLLLLL,LLLL
2847,2025-02-20,16:57:17,0,+3.343,-0.454,LLLLLLLL,LLLL
2848,2025-02-20,16:57:18,0,+3.341,-0.456,LLLLLLLL,LLLL
2849,2025-02-20,16:57:19,0,+3.340,-0.456,LLLLLLLL,LLLL
2850,2025-02-20,16:57:20,0,+3.341,-0.458,LLLLLLLL,LLLL
2851,2025-02-20,16:57:21,0,+3.341,-0.458,LLLLLLLL,LLLL
2852,2025-02-20,16:57:22,0,+3.340,-0.457,LLLLLLLL,LLLL
2853,2025-02-20,16:57:23,0,+3.338,-0.456,LLLLLLLL,LLLL
2854,2025-02-20,16:57:24,0,+3.340,-0.456,LLLLLLLL,LLLL
2855,2025-02-20,16:57:25,0,+3.337,-0.457,LLLLLLLL,LLLL
2856,2025-02-20,16:57:26,0,+3.338,-0.456,LLLLLLLL,LLLL
2857,2025-02-20,16:57:27,0,+3.338,-0.456,LLLLLLLL,LLLL
2858,2025-02-20,16:57:28,0,+3.336,-0.457,LLLLLLLL,LLLL
2859,2025-02-20,16:57:29,0,+3.337,-0.456,LLLLLLLL,LLLL
2860,2025-02-20,16:57:30,0,+3.334,-0.457,LLLLLLLL,LLLL
2861,2025-02-20,16:57:31,0,+3.334,-0.456,LLLLLLLL,LLLL
2862,2025-02-20,16:57:32,0,+3.336,-0.457,LLLLLLLL,LLLL
2863,2025-02-20,16:57:33,0,+3.333,-0.458,LLLLLLLL,LLLL
2864,2025-02-20,16:57:34,0,+3.334,-0.459,LLLLLLLL,LLLL
2865,2025-02-20,16:57:35,0,+3.333,-0.457,LLLLLLLL,LLLL
2866,2025-02-20,16:57:36,0,+3.333,-0.457,LLLLLLLL,LLLL
2867,2025-02-20,16:57:37,0,+3.335,-0.455,LLLLLLLL,LLLL
2868,2025-02-20,16:57:38,0,+3.333,-0.456,LLLLLLLL,LLLL
2869,2025-02-20,16:57:39,0,+3.331,-0.455,LLLLLLLL,LLLL
2870,2025-02-20,16:57:40,0,+3.333,-0.456,LLLLLLLL,LLLL
2871,2025-02-20,16:57:41,0,+3.330,-0.459,LLLLLLLL,LLLL
2872,2025-02-20,16:57:42,0,+3.329,-0.456,LLLLLLLL,LLLL
2873,2025-02-20,16:57:43,0,+3.329,-0.460,LLLLLLLL,LLLL
2874,2025-02-20,16:57:44,0,+3.329,-0.457,LLLLLLLL,LLLL
2875,2025-02-20,16:57:45,0,+3.329,-0.456,LLLLLLLL,LLLL
2876,2025-02-20,16:57:46,0,+3.329,-0.454,LLLLLLLL,LLLL
2877,2025-02-20,16:57:47,0,+3.329,-0.456,LLLLLLLL,LLLL
2878,2025-02-20,16:57:48,0,+3.326,-0.457,LLLLLLLL,LLLL
2879,2025-02-20,16:57:49,0,+3.327,-0.456,LLLLLLLL,LLLL
2880,2025-02-20,16:57:50,0,+3.329,-0.457,LLLLLLLL,LLLL
2881,2025-02-20,16:57:51,0,+3.325,-0.457,LLLLLLLL,LLLL
2882,2025-02-20,16:57:52,0,+3.326,-0.458,LLLLLLLL,LLLL
2883,2025-02-20,16:57:53,0,+3.328,-0.455,LLLLLLLL,LLLL
2884,2025-02-20,16:57:54,0,+3.326,-0.458,LLLLLLLL,LLLL
2885,2025-02-20,16:57:55,0,+3.324,-0.459,LLLLLLLL,LLLL
2886,2025-02-20,16:57:56,0,+3.322,-0.458,LLLLLLLL,LLLL
2887,2025-02-20,16:57:57,0,+3.325,-0.458,LLLLLLLL,LLLL
2888,2025-02-20,16:57:58,0,+3.324,-0.456,LLLLLLLL,LLLL
2889,2025-02-20,16:57:59,0,+3.322,-0.458,LLLLLLLL,LLLL
2890,2025-02-20,16:58:00,0,+3.325,-0.455,LLLLLLLL,LLLL
2891,2025-02-20,16:58:01,0,+3.322,-0.457,LLLLLLLL,LLLL
2892,2025-02-20,16:58:02,0,+3.322,-0.458,LLLLLLLL,LLLL
2893,2025-02-20,16:58:03,0,+3.319,-0.456,LLLLLLLL,LLLL
2894,2025-02-20,16:58:04,0,+3.321,-0.458,LLLLLLLL,LLLL
2895,2025-02-20,16:58:05,0,+3.321,-0.456,LLLLLLLL,LLLL
2896,2025-02-20,16:58:06,0,+3.319,-0.459,LLLLLLLL,LLLL
2897,2025-02-20,16:58:07,0,+3.319,-0.456,LLLLLLLL,LLLL
2898,2025-02-20,16:58:08,0,+3.319,-0.458,LLLLLLLL,LLLL
2899,2025-02-20,16:58:09,0,+3.317,-0.461,LLLLLLLL,LLLL
2900,2025-02-20,16:58:10,0,+3.318,-0.458,LLLLLLLL,LLLL
2901,2025-02-20,16:58:11,0,+3.318,-0.456,LLLLLLLL,LLLL
2902,2025-02-20,16:58:12,0,+3.316,-0.458,LLLLLLLL,LLLL
2903,2025-02-20,16:58:13,0,+3.316,-0.460,LLLLLLLL,LLLL
2904,2025-02-20,16:58:14,0,+3.314,-0.456,LLLLLLLL,LLLL
2905,2025-02-20,16:58:15,0,+3.316,-0.457,LLLLLLLL,LLLL
2906,2025-02-20,16:58:16,0,+3.315,-0.460,LLLLLLLL,LLLL
2907,2025-02-20,16:58:17,0,+3.317,-0.457,LLLLLLLL,LLLL
2908,2025-02-20,16:58:18,0,+3.314,-0.458,LLLLLLLL,LLLL
2909,2025-02-20,16:58:19,0,+3.313,-0.458,LLLLLLLL,LLLL
2910,2025-02-20,16:58:20,0,+3.313,-0.456,LLLLLLLL,LLLL
2911,2025-02-20,16:58:21,0,+3.314,-0.457,LLLLLLLL,LLLL
2912,2025-02-20,16:58:22,0,+3.313,-0.457,LLLLLLLL,LLLL
2913,2025-02-20,16:58:23,0,+3.314,-0.455,LLLLLLLL,LLLL
2914,2025-02-20,16:58:24,0,+3.312,-0.457,LLLLLLLL,LLLL
2915,2025-02-20,16:58:25,0,+3.311,-0.459,LLLLLLLL,LLLL
2916,2025-02-20,16:58:26,0,+3.309,-0.457,LLLLLLLL,LLLL
2917,2025-02-20,16:58:27,0,+3.309,-0.457,LLLLLLLL,LLLL
2918,2025-02-20,16:58:28,0,+3.309,-0.458,LLLLLLLL,LLLL
2919,2025-02-20,16:58:29,0,+3.313,-0.457,LLLLLLLL,LLLL
2920,2025-02-20,16:58:30,0,+3.311,-0.456,LLLLLLLL,LLLL
2921,2025-02-20,16:58:31,0,+3.310,-0.456,LLLLLLLL,LLLL
2922,2025-02-20,16:58:32,0,+3.311,-0.456,LLLLLLLL,LLLL
2923,2025-02-20,16:58:33,0,+3.309,-0.456,LLLLLLLL,LLLL
2924,2025-02-20,16:58:34,0,+3.308,-0.458,LLLLLLLL,LLLL
2925,2025-02-20,16:58:35,0,+3.309,-0.456,LLLLLLLL,LLLL
2926,2025-02-20,16:58:36,0,+3.308,-0.457,LLLLLLLL,LLLL
2927,2025-02-20,16:58:37,0,+3.306,-0.456,LLLLLLLL,LLLL
2928,2025-02-20,16:58:38,0,+3.304,-0.456,LLLLLLLL,LLLL
2929,2025-02-20,16:58:39,0,+3.307,-0.455,LLLLLLLL,LLLL
2930,2025-02-20,16:58:40,0,+3.304,-0.457,LLLLLLLL,LLLL
2931,2025-02-20,16:58:41,0,+3.304,-0.458,LLLLLLLL,LLLL
2932,2025-02-20,16:58:42,0,+3.304,-0.455,LLLLLLLL,LLLL
2933,2025-02-20,16:58:43,0,+3.303,-0.458,LLLLLLLL,LLLL
2934,2025-02-20,16:58:44,0,+3.303,-0.458,LLLLLLLL,LLLL
2935,2025-02-20,16:58:45,0,+3.302,-0.457,LLLLLLLL,LLLL
2936,2025-02-20,16:58:46,0,+3.301,-0.460,LLLLLLLL,LLLL
2937,2025-02-20,16:58:47,0,+3.302,-0.458,LLLLLLLL,LLLL
2938,2025-02-20,16:58:48,0,+3.301,-0.454,LLLLLLLL,LLLL
2939,2025-02-20,16:58:49,0,+3.297,-0.459,LLLLLLLL,LLLL
2940,2025-02-20,16:58:50,0,+3.300,-0.456,LLLLLLLL,LLLL
2941,2025-02-20,16:58:51,0,+3.300,-0.458,LLLLLLLL,LLLL
2942,2025-02-20,16:58:52,0,+3.300,-0.456,LLLLLLLL,LLLL
2943,2025-02-20,16:58:53,0,+3.299,-0.458,LLLLLLLL,LLLL
2944,2025-02-20,16:58:54,0,+3.297,-0.456,LLLLLLLL,LLLL
2945,2025-02-20,16:58:55,0,+3.297,-0.456,LLLLLLLL,LLLL
2946,2025-02-20,16:58:56,0,+3.296,-0.457,LLLLLLLL,LLLL
2947,2025-02-20,16:58:57,0,+3.296,-0.455,LLLLLLLL,LLLL
2948,2025-02-20,16:58:58,0,+3.294,-0.458,LLLLLLLL,LLLL
2949,2025-02-20,16:58:59,0,+3.293,-0.457,LLLLLLLL,LLLL
2950,2025-02-20,16:59:00,0,+3.292,-0.461,LLLLLLLL,LLLL
2951,2025-02-20,16:59:01,0,+3.294,-0.457,LLLLLLLL,LLLL
2952,2025-02-20,16:59:02,0,+3.296,-0.458,LLLLLLLL,LLLL
2953,2025-02-20,16:59:03,0,+3.293,-0.461,LLLLLLLL,LLLL
2954,2025-02-20,16:59:04,0,+3.289,-0.455,LLLLLLLL,LLLL
2955,2025-02-20,16:59:05,0,+3.293,-0.458,LLLLLLLL,LLLL
2956,2025-02-20,16:59:06,0,+3.292,-0.457,LLLLLLLL,LLLL
2957,2025-02-20,16:59:07,0,+3.291,-0.458,LLLLLLLL,LLLL
2958,2025-02-20,16:59:08,0,+3.292,-0.457,LLLLLLLL,LLLL
2959,2025-02-20,16:59:09,0,+3.291,-0.458,LLLLLLLL,LLLL
2960,2025-02-20,16:59:10,0,+3.288,-0.455,LLLLLLLL,LLLL
2961,2025-02-20,16:59:11,0,+3.290,-0.457,LLLLLLLL,LLLL
2962,2025-02-20,16:59:12,0,+3.289,-0.457,LLLLLLLL,LLLL
2963,2025-02-20,16:59:13,0,+3.287,-0.456,LLLLLLLL,LLLL
2964,2025-02-20,16:59:14,0,+3.290,-0.457,LLLLLLLL,LLLL
2965,2025-02-20,16:59:15,0,+3.287,-0.458,LLLLLLLL,LLLL
2966,2025-02-20,16:59:16,0,+3.287,-0.456,LLLLLLLL,LLLL
2967,2025-02-20,16:59:17,0,+3.285,-0.456,LLLLLLLL,LLLL
2968,2025-02-20,16:59:18,0,+3.283,-0.454,LLLLLLLL,LLLL
2969,2025-02-20,16:59:19,0,+3.286,-0.456,LLLLLLLL,LLLL
2970,2025-02-20,16:59:20,0,+3.282,-0.456,LLLLLLLL,LLLL
2971,2025-02-20,16:59:21,0,+3.284,-0.458,LLLLLLLL,LLLL
2972,2025-02-20,16:59:22,0,+3.284,-0.459,LLLLLLLL,LLLL
2973,2025-02-20,16:59:23,0,+3.280,-0.458,LLLLLLLL,LLLL
2974,2025-02-20,16:59:24,0,+3.281,-0.458,LLLLLLLL,LLLL
2975,2025-02-20,16:59:25,0,+3.282,-0.458,LLLLLLLL,LLLL
2976,2025-02-20,16:59:26,0,+3.282,-0.457,LLLLLLLL,LLLL
2977,2025-02-20,16:59:27,0,+3.283,-0.455,LLLLLLLL,LLLL
2978,2025-02-20,16:59:28,0,+3.280,-0.458,LLLLLLLL,LLLL
2979,2025-02-20,16:59:29,0,+3.280,-0.456,LLLLLLLL,LLLL
2980,2025-02-20,16:59:30,0,+3.280,-0.458,LLLLLLLL,LLLL
2981,2025-02-20,16:59:31,0,+3.277,-0.456,LLLLLLLL,LLLL
2982,2025-02-20,16:59:32,0,+3.279,-0.456,LLLLLLLL,LLLL
2983,2025-02-20,16:59:33,0,+3.277,-0.456,LLLLLLLL,LLLL
2984,2025-02-20,16:59:34,0,+3.276,-0.458,LLLLLLLL,LLLL
2985,2025-02-20,16:59:35,0,+3.273,-0.457,LLLLLLLL,LLLL
2986,2025-02-20,16:59:36,0,+3.273,-0.457,LLLLLLLL,LLLL
2987,2025-02-20,16:59:37,0,+3.275,-0.453,LLLLLLLL,LLLL
2988,2025-02-20,16:59:38,0,+3.276,-0.456,LLLLLLLL,LLLL
2989,2025-02-20,16:59:39,0,+3.273,-0.459,LLLLLLLL,LLLL
2990,2025-02-20,16:59:40,0,+3.272,-0.457,LLLLLLLL,LLLL
2991,2025-02-20,16:59:41,0,+3.275,-0.459,LLLLLLLL,LLLL
2992,2025-02-20,16:59:42,0,+3.275,-0.457,LLLLLLLL,LLLL
2993,2025-02-20,16:59:43,0,+3.273,-0.458,LLLLLLLL,LLLL
2994,2025-02-20,16:59:44,0,+3.272,-0.456,LLLLLLLL,LLLL
2995,2025-02-20,16:59:45,0,+3.271,-0.456,LLLLLLLL,LLLL
2996,2025-02-20,16:59:46,0,+3.272,-0.457,LLLLLLLL,LLLL
2997,2025-02-20,16:59:47,0,+3.268,-0.458,LLLLLLLL,LLLL
2998,2025-02-20,16:59:48,0,+3.268,-0.457,LLLLLLLL,LLLL
2999,2025-02-20,16:59:49,0,+3.269,-0.458,LLLLLLLL,LLLL
3000,2025-02-20,16:59:50,0,+3.268,-0.456,LLLLLLLL,LLLL
3001,2025-02-20,16:59:51,0,+3.267,-0.456,LLLLLLLL,LLLL
3002,2025-02-20,16:59:52,0,+3.265,-0.458,LLLLLLLL,LLLL
3003,2025-02-20,16:59:53,0,+3.265,-0.457,LLLLLLLL,LLLL
3004,2025-02-20,16:59:54,0,+3.265,-0.457,LLLLLLLL,LLLL
3005,2025-02-20,16:59:55,0,+3.264,-0.457,LLLLLLLL,LLLL
3006,2025-02-20,16:59:56,0,+3.265,-0.456,LLLLLLLL,LLLL
3007,2025-02-20,16:59:57,0,+3.262,-0.459,LLLLLLLL,LLLL
3008,2025-02-20,16:59:58,0,+3.263,-0.456,LLLLLLLL,LLLL
3009,2025-02-20,16:59:59,0,+3.262,-0.458,LLLLLLLL,LLLL
3010,2025-02-20,17:00:00,0,+3.259,-0.455,LLLLLLLL,LLLL
3011,2025-02-20,17:00:01,0,+3.260,-0.459,LLLLLLLL,LLLL
3012,2025-02-20,17:00:02,0,+3.263,-0.458,LLLLLLLL,LLLL
3013,2025-02-20,17:00:03,0,+3.257,-0.456,LLLLLLLL,LLLL
3014,2025-02-20,17:00:04,0,+3.260,-0.458,LLLLLLLL,LLLL
3015,2025-02-20,17:00:05,0,+3.259,-0.457,LLLLLLLL,LLLL
3016,2025-02-20,17:00:06,0,+3.258,-0.458,LLLLLLLL,LLLL
3017,2025-02-20,17:00:07,0,+3.257,-0.458,LLLLLLLL,LLLL
3018,2025-02-20,17:00:08,0,+3.256,-0.459,LLLLLLLL,LLLL
3019,2025-02-20,17:00:09,0,+3.256,-0.457,LLLLLLLL,LLLL
3020,2025-02-20,17:00:10,0,+3.257,-0.457,LLLLLLLL,LLLL
3021,2025-02-20,17:00:11,0,+3.256,-0.456,LLLLLLLL,LLLL
3022,2025-02-20,17:00:12,0,+3.256,-0.455,LLLLLLLL,LLLL
3023,2025-02-20,17:00:13,0,+3.255,-0.456,LLLLLLLL,LLLL
3024,2025-02-20,17:00:14,0,+3.252,-0.458,LLLLLLLL,LLLL
3025,2025-02-20,17:00:15,0,+3.252,-0.456,LLLLLLLL,LLLL
3026,2025-02-20,17:00:16,0,+3.249,-0.459,LLLLLLLL,LLLL
3027,2025-02-20,17:00:17,0,+3.248,-0.456,LLLLLLLL,LLLL
3028,2025-02-20,17:00:18,0,+3.251,-0.458,LLLLLLLL,LLLL
3029,2025-02-20,17:00:19,0,+3.252,-0.456,LLLLLLLL,LLLL
3030,2025-02-20,17:00:20,0,+3.249,-0.458,LLLLLLLL,LLLL
3031,2025-02-20,17:00:21,0,+3.247,-0.458,LLLLLLLL,LLLL
3032,2025-02-20,17:00:22,0,+3.248,-0.457,LLLLLLLL,LLLL
3033,2025-02-20,17:00:23,0,+3.247,-0.456,LLLLLLLL,LLLL
3034,2025-02-20,17:00:24,0,+3.244,-0.458,LLLLLLLL,LLLL
3035,2025-02-20,17:00:25,0,+3.245,-0.456,LLLLLLLL,LLLL
3036,2025-02-20,17:00:26,0,+3.244,-0.457,LLLLLLLL,LLLL
3037,2025-02-20,17:00:27,0,+3.244,-0.457,LLLLLLLL,LLLL
3038,2025-02-20,17:00:28,0,+3.244,-0.457,LLLLLLLL,LLLL
3039,2025-02-20,17:00:29,0,+3.243,-0.458,LLLLLLLL,LLLL
3040,2025-02-20,17:00:30,0,+3.242,-0.458,LLLLLLLL,LLLL
3041,2025-02-20,17:00:31,0,+3.240,-0.455,LLLLLLLL,LLLL
3042,2025-02-20,17:00:32,0,+3.240,-0.457,LLLLLLLL,LLLL
3043,2025-02-20,17:00:33,0,+3.237,-0.460,LLLLLLLL,LLLL
3044,2025-02-20,17:00:34,0,+3.240,-0.457,LLLLLLLL,LLLL
3045,2025-02-20,17:00:35,0,+3.236,-0.458,LLLLLLLL,LLLL
3046,2025-02-20,17:00:36,0,+3.239,-0.457,LLLLLLLL,LLLL
3047,2025-02-20,17:00:37,0,+3.236,-0.458,LLLLLLLL,LLLL
3048,2025-02-20,17:00:38,0,+3.235,-0.458,LLLLLLLL,LLLL
3049,2025-02-20,17:00:39,0,+3.236,-0.459,LLLLLLLL,LLLL
